# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-10 10:26:03 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01474500 Schuylkill River at Philadelphia, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01474500
#            TS   parameter     statistic     Description
#        118500       00060     00003     Discharge, cubic feet per second (Mean)
#        118501       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        118502       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        118503       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        118504       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        118505       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        118506       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        118507       00010     00001     Temperature, water, degrees Celsius (Maximum), [(2)]
#        118508       00010     00002     Temperature, water, degrees Celsius (Minimum), [(2)]
#        118509       00010     00003     Temperature, water, degrees Celsius (Mean), [(2)]
#        118510       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        118511       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        118513       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#        118514       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#        118515       00011     00001     Temperature, water, degrees Fahrenheit (Maximum)
#        118516       00011     00002     Temperature, water, degrees Fahrenheit (Minimum)
#        118517       00011     00003     Temperature, water, degrees Fahrenheit (Mean)
#        251571       00010     00003     Temperature, water, degrees Celsius (Mean)
#        251572       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        251573       00010     00002     Temperature, water, degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	118500_00060_00003	118500_00060_00003_cd	118501_00095_00001	118501_00095_00001_cd	118502_00095_00002	118502_00095_00002_cd	118503_00095_00003	118503_00095_00003_cd	118504_00300_00001	118504_00300_00001_cd	118505_00300_00002	118505_00300_00002_cd	118506_00300_00003	118506_00300_00003_cd	118507_00010_00001	118507_00010_00001_cd	118508_00010_00002	118508_00010_00002_cd	118509_00010_00003	118509_00010_00003_cd	118510_00400_00001	118510_00400_00001_cd	118511_00400_00002	118511_00400_00002_cd	118513_80154_00003	118513_80154_00003_cd	118514_80155_00003	118514_80155_00003_cd	118515_00011_00001	118515_00011_00001_cd	118516_00011_00002	118516_00011_00002_cd	118517_00011_00003	118517_00011_00003_cd	251571_00010_00003	251571_00010_00003_cd	251572_00010_00001	251572_00010_00001_cd	251573_00010_00002	251573_00010_00002_cd
USGS	01474500	1955-05-05	1660	A																																						
USGS	01474500	1955-05-06	1570	A																																						
USGS	01474500	1955-05-07	1350	A																																						
USGS	01474500	1955-05-08	1270	A																																						
USGS	01474500	1955-05-09	1150	A																																						
USGS	01474500	1955-05-10	1110	A																																						
USGS	01474500	1955-05-11	1030	A																																						
USGS	01474500	1955-05-12	990	A																																						
USGS	01474500	1955-05-13	950	A																																						
USGS	01474500	1955-05-14	910	A																																						
USGS	01474500	1955-05-15	874	A																																						
USGS	01474500	1955-05-16	802	A																																						
USGS	01474500	1955-05-17	730	A																																						
USGS	01474500	1955-05-18	700	A																																						
USGS	01474500	1955-05-19	700	A																																						
USGS	01474500	1955-05-20	580	A																																						
USGS	01474500	1955-05-21	610	A																																						
USGS	01474500	1955-05-22	610	A																																						
USGS	01474500	1955-05-23	640	A																																						
USGS	01474500	1955-05-24	700	A																																						
USGS	01474500	1955-05-25	874	A																																						
USGS	01474500	1955-05-26	910	A																																						
USGS	01474500	1955-05-27	670	A																																						
USGS	01474500	1955-05-28	610	A																																						
USGS	01474500	1955-05-29	670	A																																						
USGS	01474500	1955-05-30	874	A																																						
USGS	01474500	1955-05-31	1270	A																																						
USGS	01474500	1955-06-01	1150	A																																						
USGS	01474500	1955-06-02	874	A																																						
USGS	01474500	1955-06-03	730	A																																						
USGS	01474500	1955-06-04	640	A																																						
USGS	01474500	1955-06-05	610	A																																						
USGS	01474500	1955-06-06	580	A																																						
USGS	01474500	1955-06-07	505	A																																						
USGS	01474500	1955-06-08	698	A																																						
USGS	01474500	1955-06-09	1890	A																																						
USGS	01474500	1955-06-10	1940	A																																						
USGS	01474500	1955-06-11	1400	A																																						
USGS	01474500	1955-06-12	2920	A																																						
USGS	01474500	1955-06-13	4040	A																																						
USGS	01474500	1955-06-14	2860	A																																						
USGS	01474500	1955-06-15	2030	A																																						
USGS	01474500	1955-06-16	1710	A																																						
USGS	01474500	1955-06-17	1350	A																																						
USGS	01474500	1955-06-18	1150	A																																						
USGS	01474500	1955-06-19	1110	A																																						
USGS	01474500	1955-06-20	1520	A																																						
USGS	01474500	1955-06-21	1490	A																																						
USGS	01474500	1955-06-22	990	A																																						
USGS	01474500	1955-06-23	874	A																																						
USGS	01474500	1955-06-24	990	A																																						
USGS	01474500	1955-06-25	874	A																																						
USGS	01474500	1955-06-26	838	A																																						
USGS	01474500	1955-06-27	730	A																																						
USGS	01474500	1955-06-28	730	A																																						
USGS	01474500	1955-06-29	610	A																																						
USGS	01474500	1955-06-30	530	A																																						
USGS	01474500	1955-07-01	530	A																																						
USGS	01474500	1955-07-02	480	A																																						
USGS	01474500	1955-07-03	530	A																																						
USGS	01474500	1955-07-04	480	A																																						
USGS	01474500	1955-07-05	392	A																																						
USGS	01474500	1955-07-06	534	A																																						
USGS	01474500	1955-07-07	455	A																																						
USGS	01474500	1955-07-08	480	A																																						
USGS	01474500	1955-07-09	455	A																																						
USGS	01474500	1955-07-10	413	A																																						
USGS	01474500	1955-07-11	455	A																																						
USGS	01474500	1955-07-12	455	A																																						
USGS	01474500	1955-07-13	371	A																																						
USGS	01474500	1955-07-14	315	A																																						
USGS	01474500	1955-07-15	297	A																																						
USGS	01474500	1955-07-16	280	A																																						
USGS	01474500	1955-07-17	262	A																																						
USGS	01474500	1955-07-18	262	A																																						
USGS	01474500	1955-07-19	219	A																																						
USGS	01474500	1955-07-20	190	A																																						
USGS	01474500	1955-07-21	179	A																																						
USGS	01474500	1955-07-22	168	A																																						
USGS	01474500	1955-07-23	156	A																																						
USGS	01474500	1955-07-24	168	A																																						
USGS	01474500	1955-07-25	233	A																																						
USGS	01474500	1955-07-26	204	A																																						
USGS	01474500	1955-07-27	190	A																																						
USGS	01474500	1955-07-28	156	A																																						
USGS	01474500	1955-07-29	125	A																																						
USGS	01474500	1955-07-30	134	A																																						
USGS	01474500	1955-07-31	156	A																																						
USGS	01474500	1955-08-01	134	A																																						
USGS	01474500	1955-08-02	134	A																																						
USGS	01474500	1955-08-03	125	A																																						
USGS	01474500	1955-08-04	125	A																																						
USGS	01474500	1955-08-05	145	A																																						
USGS	01474500	1955-08-06	145	A																																						
USGS	01474500	1955-08-07	116	A																																						
USGS	01474500	1955-08-08	612	A																																						
USGS	01474500	1955-08-09	262	A																																						
USGS	01474500	1955-08-10	233	A																																						
USGS	01474500	1955-08-11	204	A																																						
USGS	01474500	1955-08-12	2910	A																																						
USGS	01474500	1955-08-13	29100	A																																						
USGS	01474500	1955-08-14	14100	A																																						
USGS	01474500	1955-08-15	7680	A																																						
USGS	01474500	1955-08-16	3500	A																																						
USGS	01474500	1955-08-17	2620	A																																						
USGS	01474500	1955-08-18	8060	A																																						
USGS	01474500	1955-08-19	65200	A																																						
USGS	01474500	1955-08-20	27000	A																																						
USGS	01474500	1955-08-21	10500	A																																						
USGS	01474500	1955-08-22	9730	A																																						
USGS	01474500	1955-08-23	7760	A																																						
USGS	01474500	1955-08-24	6180	A																																						
USGS	01474500	1955-08-25	4500	A																																						
USGS	01474500	1955-08-26	3550	A																																						
USGS	01474500	1955-08-27	2930	A																																						
USGS	01474500	1955-08-28	2590	A																																						
USGS	01474500	1955-08-29	2250	A																																						
USGS	01474500	1955-08-30	2010	A																																						
USGS	01474500	1955-08-31	1960	A																																						
USGS	01474500	1955-09-01	3190	A																																						
USGS	01474500	1955-09-02	2590	A																																						
USGS	01474500	1955-09-03	2010	A																																						
USGS	01474500	1955-09-04	1730	A																																						
USGS	01474500	1955-09-05	1540	A																																						
USGS	01474500	1955-09-06	1450	A																																						
USGS	01474500	1955-09-07	1330	A																																						
USGS	01474500	1955-09-08	1240	A																																						
USGS	01474500	1955-09-09	1160	A																																						
USGS	01474500	1955-09-10	1120	A																																						
USGS	01474500	1955-09-11	1080	A																																						
USGS	01474500	1955-09-12	1080	A																																						
USGS	01474500	1955-09-13	1000	A																																						
USGS	01474500	1955-09-14	966	A																																						
USGS	01474500	1955-09-15	929	A																																						
USGS	01474500	1955-09-16	929	A																																						
USGS	01474500	1955-09-17	929	A																																						
USGS	01474500	1955-09-18	892	A																																						
USGS	01474500	1955-09-19	892	A																																						
USGS	01474500	1955-09-20	929	A																																						
USGS	01474500	1955-09-21	929	A																																						
USGS	01474500	1955-09-22	929	A																																						
USGS	01474500	1955-09-23	892	A																																						
USGS	01474500	1955-09-24	1100	A																																						
USGS	01474500	1955-09-25	2050	A																																						
USGS	01474500	1955-09-26	1910	A																																						
USGS	01474500	1955-09-27	1200	A																																						
USGS	01474500	1955-09-28	1290	A																																						
USGS	01474500	1955-09-29	1540	A																																						
USGS	01474500	1955-09-30	1410	A																																						
USGS	01474500	1955-10-01	1120	A																																						
USGS	01474500	1955-10-02	1290	A																																						
USGS	01474500	1955-10-03	1100	A																																						
USGS	01474500	1955-10-04	930	A																																						
USGS	01474500	1955-10-05	890	A																																						
USGS	01474500	1955-10-06	870	A																																						
USGS	01474500	1955-10-07	2680	A																																						
USGS	01474500	1955-10-08	5100	A																																						
USGS	01474500	1955-10-09	5580	A																																						
USGS	01474500	1955-10-10	3880	A																																						
USGS	01474500	1955-10-11	3190	A																																						
USGS	01474500	1955-10-12	2680	A																																						
USGS	01474500	1955-10-13	2290	A																																						
USGS	01474500	1955-10-14	2530	A																																						
USGS	01474500	1955-10-15	21900	A																																						
USGS	01474500	1955-10-16	17800	A																																						
USGS	01474500	1955-10-17	12700	A																																						
USGS	01474500	1955-10-18	9660	A																																						
USGS	01474500	1955-10-19	7280	A																																						
USGS	01474500	1955-10-20	5820	A																																						
USGS	01474500	1955-10-21	4740	A																																						
USGS	01474500	1955-10-22	4040	A																																						
USGS	01474500	1955-10-23	3550	A																																						
USGS	01474500	1955-10-24	3140	A																																						
USGS	01474500	1955-10-25	2980	A																																						
USGS	01474500	1955-10-26	2780	A																																						
USGS	01474500	1955-10-27	2490	A																																						
USGS	01474500	1955-10-28	2250	A																																						
USGS	01474500	1955-10-29	2150	A																																						
USGS	01474500	1955-10-30	3160	A																																						
USGS	01474500	1955-10-31	7340	A																																						
USGS	01474500	1955-11-01	6180	A																																						
USGS	01474500	1955-11-02	4920	A																																						
USGS	01474500	1955-11-03	4220	A																																						
USGS	01474500	1955-11-04	3660	A																																						
USGS	01474500	1955-11-05	3290	A																																						
USGS	01474500	1955-11-06	2980	A																																						
USGS	01474500	1955-11-07	2730	A																																						
USGS	01474500	1955-11-08	2640	A																																						
USGS	01474500	1955-11-09	2540	A																																						
USGS	01474500	1955-11-10	2340	A																																						
USGS	01474500	1955-11-11	3240	A																																						
USGS	01474500	1955-11-12	4040	A																																						
USGS	01474500	1955-11-13	3030	A																																						
USGS	01474500	1955-11-14	2680	A																																						
USGS	01474500	1955-11-15	2540	A																																						
USGS	01474500	1955-11-16	2440	A																																						
USGS	01474500	1955-11-17	3080	A																																						
USGS	01474500	1955-11-18	3550	A																																						
USGS	01474500	1955-11-19	3140	A																																						
USGS	01474500	1955-11-20	3290	A																																						
USGS	01474500	1955-11-21	3140	A																																						
USGS	01474500	1955-11-22	2980	A																																						
USGS	01474500	1955-11-23	2880	A																																						
USGS	01474500	1955-11-24	2640	A																																						
USGS	01474500	1955-11-25	2540	A																																						
USGS	01474500	1955-11-26	2340	A																																						
USGS	01474500	1955-11-27	2250	A																																						
USGS	01474500	1955-11-28	2150	A																																						
USGS	01474500	1955-11-29	2010	A																																						
USGS	01474500	1955-11-30	1770	A																																						
USGS	01474500	1955-12-01	1680	A																																						
USGS	01474500	1955-12-02	1680	A																																						
USGS	01474500	1955-12-03	1630	A																																						
USGS	01474500	1955-12-04	1730	A																																						
USGS	01474500	1955-12-05	1730	A																																						
USGS	01474500	1955-12-06	1630	A																																						
USGS	01474500	1955-12-07	1450	A																																						
USGS	01474500	1955-12-08	1370	A																																						
USGS	01474500	1955-12-09	1410	A																																						
USGS	01474500	1955-12-10	1370	A																																						
USGS	01474500	1955-12-11	1240	A																																						
USGS	01474500	1955-12-12	1080	A																																						
USGS	01474500	1955-12-13	1080	A																																						
USGS	01474500	1955-12-14	1080	A																																						
USGS	01474500	1955-12-15	1080	A																																						
USGS	01474500	1955-12-16	1000	A																																						
USGS	01474500	1955-12-17	892	A																																						
USGS	01474500	1955-12-18	892	A																																						
USGS	01474500	1955-12-19	966	A																																						
USGS	01474500	1955-12-20	892	A																																						
USGS	01474500	1955-12-21	638	A																																						
USGS	01474500	1955-12-22	542	A																																						
USGS	01474500	1955-12-23	638	A																																						
USGS	01474500	1955-12-24	781	A																																						
USGS	01474500	1955-12-25	929	A																																						
USGS	01474500	1955-12-26	966	A																																						
USGS	01474500	1955-12-27	855	A																																						
USGS	01474500	1955-12-28	707	A																																						
USGS	01474500	1955-12-29	606	A																																						
USGS	01474500	1955-12-30	670	A																																						
USGS	01474500	1955-12-31	707	A																																						
USGS	01474500	1956-01-01	606	A																																						
USGS	01474500	1956-01-02	574	A																																						
USGS	01474500	1956-01-03	606	A																																						
USGS	01474500	1956-01-04	638	A																																						
USGS	01474500	1956-01-05	670	A																																						
USGS	01474500	1956-01-06	670	A																																						
USGS	01474500	1956-01-07	670	A																																						
USGS	01474500	1956-01-08	638	A																																						
USGS	01474500	1956-01-09	446	A																																						
USGS	01474500	1956-01-10	659	A																																						
USGS	01474500	1956-01-11	1250	A																																						
USGS	01474500	1956-01-12	1730	A																																						
USGS	01474500	1956-01-13	1680	A																																						
USGS	01474500	1956-01-14	1590	A																																						
USGS	01474500	1956-01-15	1160	A																																						
USGS	01474500	1956-01-16	929	A																																						
USGS	01474500	1956-01-17	929	A																																						
USGS	01474500	1956-01-18	744	A																																						
USGS	01474500	1956-01-19	670	A																																						
USGS	01474500	1956-01-20	781	A																																						
USGS	01474500	1956-01-21	781	A																																						
USGS	01474500	1956-01-22	670	A																																						
USGS	01474500	1956-01-23	707	A																																						
USGS	01474500	1956-01-24	606	A																																						
USGS	01474500	1956-01-25	542	A																																						
USGS	01474500	1956-01-26	478	A																																						
USGS	01474500	1956-01-27	446	A																																						
USGS	01474500	1956-01-28	478	A																																						
USGS	01474500	1956-01-29	542	A																																						
USGS	01474500	1956-01-30	2040	A																																						
USGS	01474500	1956-01-31	5950	A																																						
USGS	01474500	1956-02-01	2560	A																																						
USGS	01474500	1956-02-02	2840	A																																						
USGS	01474500	1956-02-03	7590	A																																						
USGS	01474500	1956-02-04	5460	A																																						
USGS	01474500	1956-02-05	3930	A																																						
USGS	01474500	1956-02-06	4870	A																																						
USGS	01474500	1956-02-07	14800	A																																						
USGS	01474500	1956-02-08	8840	A																																						
USGS	01474500	1956-02-09	6000	A																																						
USGS	01474500	1956-02-10	4800	A																																						
USGS	01474500	1956-02-11	4040	A																																						
USGS	01474500	1956-02-12	5220	A																																						
USGS	01474500	1956-02-13	5340	A																																						
USGS	01474500	1956-02-14	4040	A																																						
USGS	01474500	1956-02-15	3500	A																																						
USGS	01474500	1956-02-16	3390	A																																						
USGS	01474500	1956-02-17	3080	A																																						
USGS	01474500	1956-02-18	8230	A																																						
USGS	01474500	1956-02-19	10700	A																																						
USGS	01474500	1956-02-20	6560	A																																						
USGS	01474500	1956-02-21	5160	A																																						
USGS	01474500	1956-02-22	4100	A																																						
USGS	01474500	1956-02-23	3390	A																																						
USGS	01474500	1956-02-24	3030	A																																						
USGS	01474500	1956-02-25	3140	A																																						
USGS	01474500	1956-02-26	4980	A																																						
USGS	01474500	1956-02-27	3990	A																																						
USGS	01474500	1956-02-28	3820	A																																						
USGS	01474500	1956-02-29	4270	A																																						
USGS	01474500	1956-03-01	3240	A																																						
USGS	01474500	1956-03-02	2880	A																																						
USGS	01474500	1956-03-03	2880	A																																						
USGS	01474500	1956-03-04	2800	A																																						
USGS	01474500	1956-03-05	2300	A																																						
USGS	01474500	1956-03-06	2200	A																																						
USGS	01474500	1956-03-07	2600	A																																						
USGS	01474500	1956-03-08	7000	A																																						
USGS	01474500	1956-03-09	8000	A																																						
USGS	01474500	1956-03-10	5460	A																																						
USGS	01474500	1956-03-11	4740	A																																						
USGS	01474500	1956-03-12	5340	A																																						
USGS	01474500	1956-03-13	4680	A																																						
USGS	01474500	1956-03-14	12000	A																																						
USGS	01474500	1956-03-15	14200	A																																						
USGS	01474500	1956-03-16	10000	A																																						
USGS	01474500	1956-03-17	8000	A																																						
USGS	01474500	1956-03-18	6600	A																																						
USGS	01474500	1956-03-19	5800	A																																						
USGS	01474500	1956-03-20	5000	A																																						
USGS	01474500	1956-03-21	4500	A																																						
USGS	01474500	1956-03-22	4200	A																																						
USGS	01474500	1956-03-23	5700	A																																						
USGS	01474500	1956-03-24	6800	A																																						
USGS	01474500	1956-03-25	6000	A																																						
USGS	01474500	1956-03-26	6200	A																																						
USGS	01474500	1956-03-27	6200	A																																						
USGS	01474500	1956-03-28	6600	A																																						
USGS	01474500	1956-03-29	5100	A																																						
USGS	01474500	1956-03-30	5800	A																																						
USGS	01474500	1956-03-31	5200	A																																						
USGS	01474500	1956-04-01	4500	A																																						
USGS	01474500	1956-04-02	3900	A																																						
USGS	01474500	1956-04-03	3600	A																																						
USGS	01474500	1956-04-04	3500	A																																						
USGS	01474500	1956-04-05	3400	A																																						
USGS	01474500	1956-04-06	3200	A																																						
USGS	01474500	1956-04-07	4950	A																																						
USGS	01474500	1956-04-08	12400	A																																						
USGS	01474500	1956-04-09	10000	A																																						
USGS	01474500	1956-04-10	7880	A																																						
USGS	01474500	1956-04-11	6300	A																																						
USGS	01474500	1956-04-12	5200	A																																						
USGS	01474500	1956-04-13	4800	A																																						
USGS	01474500	1956-04-14	4740	A																																						
USGS	01474500	1956-04-15	4330	A																																						
USGS	01474500	1956-04-16	5400	A																																						
USGS	01474500	1956-04-17	5520	A																																						
USGS	01474500	1956-04-18	4330	A																																						
USGS	01474500	1956-04-19	3820	A																																						
USGS	01474500	1956-04-20	3500	A																																						
USGS	01474500	1956-04-21	3240	A																																						
USGS	01474500	1956-04-22	3030	A																																						
USGS	01474500	1956-04-23	2930	A																																						
USGS	01474500	1956-04-24	3030	A																																						
USGS	01474500	1956-04-25	2880	A																																						
USGS	01474500	1956-04-26	2730	A																																						
USGS	01474500	1956-04-27	2780	A																																						
USGS	01474500	1956-04-28	2680	A																																						
USGS	01474500	1956-04-29	2540	A																																						
USGS	01474500	1956-04-30	2490	A																																						
USGS	01474500	1956-05-01	3080	A																																						
USGS	01474500	1956-05-02	2980	A																																						
USGS	01474500	1956-05-03	3400	A																																						
USGS	01474500	1956-05-04	3300	A																																						
USGS	01474500	1956-05-05	3240	A																																						
USGS	01474500	1956-05-06	2980	A																																						
USGS	01474500	1956-05-07	6910	A																																						
USGS	01474500	1956-05-08	5520	A																																						
USGS	01474500	1956-05-09	3880	A																																						
USGS	01474500	1956-05-10	3240	A																																						
USGS	01474500	1956-05-11	3030	A																																						
USGS	01474500	1956-05-12	2700	A																																						
USGS	01474500	1956-05-13	2700	A																																						
USGS	01474500	1956-05-14	2800	A																																						
USGS	01474500	1956-05-15	2500	A																																						
USGS	01474500	1956-05-16	2440	A																																						
USGS	01474500	1956-05-17	2200	A																																						
USGS	01474500	1956-05-18	2150	A																																						
USGS	01474500	1956-05-19	2100	A																																						
USGS	01474500	1956-05-20	2010	A																																						
USGS	01474500	1956-05-21	1910	A																																						
USGS	01474500	1956-05-22	1770	A																																						
USGS	01474500	1956-05-23	1860	A																																						
USGS	01474500	1956-05-24	1820	A																																						
USGS	01474500	1956-05-25	1820	A																																						
USGS	01474500	1956-05-26	1630	A																																						
USGS	01474500	1956-05-27	1450	A																																						
USGS	01474500	1956-05-28	1630	A																																						
USGS	01474500	1956-05-29	1630	A																																						
USGS	01474500	1956-05-30	1450	A																																						
USGS	01474500	1956-05-31	1440	A																																						
USGS	01474500	1956-06-01	1930	A																																						
USGS	01474500	1956-06-02	1910	A																																						
USGS	01474500	1956-06-03	3440	A																																						
USGS	01474500	1956-06-04	3710	A																																						
USGS	01474500	1956-06-05	2780	A																																						
USGS	01474500	1956-06-06	2440	A																																						
USGS	01474500	1956-06-07	2150	A																																						
USGS	01474500	1956-06-08	1910	A																																						
USGS	01474500	1956-06-09	1730	A																																						
USGS	01474500	1956-06-10	1700	A																																						
USGS	01474500	1956-06-11	2100	A																																						
USGS	01474500	1956-06-12	1860	A																																						
USGS	01474500	1956-06-13	1410	A																																						
USGS	01474500	1956-06-14	1160	A																																						
USGS	01474500	1956-06-15	1000	A																																						
USGS	01474500	1956-06-16	1200	A																																						
USGS	01474500	1956-06-17	1100	A																																						
USGS	01474500	1956-06-18	1500	A																																						
USGS	01474500	1956-06-19	1330	A																																						
USGS	01474500	1956-06-20	1000	A																																						
USGS	01474500	1956-06-21	966	A																																						
USGS	01474500	1956-06-22	1200	A																																						
USGS	01474500	1956-06-23	1400	A																																						
USGS	01474500	1956-06-24	1700	A																																						
USGS	01474500	1956-06-25	1770	A																																						
USGS	01474500	1956-06-26	1240	A																																						
USGS	01474500	1956-06-27	1000	A																																						
USGS	01474500	1956-06-28	1080	A																																						
USGS	01474500	1956-06-29	1290	A																																						
USGS	01474500	1956-06-30	929	A																																						
USGS	01474500	1956-07-01	818	A																																						
USGS	01474500	1956-07-02	744	A																																						
USGS	01474500	1956-07-03	929	A																																						
USGS	01474500	1956-07-04	1300	A																																						
USGS	01474500	1956-07-05	1800	A																																						
USGS	01474500	1956-07-06	2500	A																																						
USGS	01474500	1956-07-07	2490	A																																						
USGS	01474500	1956-07-08	2200	A																																						
USGS	01474500	1956-07-09	2290	A																																						
USGS	01474500	1956-07-10	3390	A																																						
USGS	01474500	1956-07-11	2680	A																																						
USGS	01474500	1956-07-12	2010	A																																						
USGS	01474500	1956-07-13	1910	A																																						
USGS	01474500	1956-07-14	1860	A																																						
USGS	01474500	1956-07-15	1860	A																																						
USGS	01474500	1956-07-16	1540	A																																						
USGS	01474500	1956-07-17	1330	A																																						
USGS	01474500	1956-07-18	1240	A																																						
USGS	01474500	1956-07-19	1120	A																																						
USGS	01474500	1956-07-20	1000	A																																						
USGS	01474500	1956-07-21	2820	A																																						
USGS	01474500	1956-07-22	3440	A																																						
USGS	01474500	1956-07-23	2440	A																																						
USGS	01474500	1956-07-24	1770	A																																						
USGS	01474500	1956-07-25	1860	A																																						
USGS	01474500	1956-07-26	1500	A																																						
USGS	01474500	1956-07-27	1290	A																																						
USGS	01474500	1956-07-28	1580	A																																						
USGS	01474500	1956-07-29	1630	A																																						
USGS	01474500	1956-07-30	1370	A																																						
USGS	01474500	1956-07-31	1120	A																																						
USGS	01474500	1956-08-01	966	A																																						
USGS	01474500	1956-08-02	855	A																																						
USGS	01474500	1956-08-03	818	A																																						
USGS	01474500	1956-08-04	781	A																																						
USGS	01474500	1956-08-05	929	A																																						
USGS	01474500	1956-08-06	1290	A																																						
USGS	01474500	1956-08-07	1770	A																																						
USGS	01474500	1956-08-08	1500	A																																						
USGS	01474500	1956-08-09	1080	A																																						
USGS	01474500	1956-08-10	892	A																																						
USGS	01474500	1956-08-11	744	A																																						
USGS	01474500	1956-08-12	744	A																																						
USGS	01474500	1956-08-13	606	A																																						
USGS	01474500	1956-08-14	606	A																																						
USGS	01474500	1956-08-15	670	A																																						
USGS	01474500	1956-08-16	670	A																																						
USGS	01474500	1956-08-17	510	A																																						
USGS	01474500	1956-08-18	470	A																																						
USGS	01474500	1956-08-19	430	A																																						
USGS	01474500	1956-08-20	410	A																																						
USGS	01474500	1956-08-21	1270	A																																						
USGS	01474500	1956-08-22	1910	A																																						
USGS	01474500	1956-08-23	1290	A																																						
USGS	01474500	1956-08-24	744	A																																						
USGS	01474500	1956-08-25	620	A																																						
USGS	01474500	1956-08-26	550	A																																						
USGS	01474500	1956-08-27	500	A																																						
USGS	01474500	1956-08-28	460	A																																						
USGS	01474500	1956-08-29	430	A																																						
USGS	01474500	1956-08-30	716	A																																						
USGS	01474500	1956-08-31	1180	A																																						
USGS	01474500	1956-09-01	1200	A																																						
USGS	01474500	1956-09-02	1300	A																																						
USGS	01474500	1956-09-03	1400	A																																						
USGS	01474500	1956-09-04	892	A																																						
USGS	01474500	1956-09-05	638	A																																						
USGS	01474500	1956-09-06	750	A																																						
USGS	01474500	1956-09-07	3780	A																																						
USGS	01474500	1956-09-08	4650	A																																						
USGS	01474500	1956-09-09	2640	A																																						
USGS	01474500	1956-09-10	1860	A																																						
USGS	01474500	1956-09-11	1500	A																																						
USGS	01474500	1956-09-12	1350	A																																						
USGS	01474500	1956-09-13	1200	A																																						
USGS	01474500	1956-09-14	1100	A																																						
USGS	01474500	1956-09-15	1030	A																																						
USGS	01474500	1956-09-16	1100	A																																						
USGS	01474500	1956-09-17	1450	A																																						
USGS	01474500	1956-09-18	1200	A																																						
USGS	01474500	1956-09-19	1040	A																																						
USGS	01474500	1956-09-20	980	A																																						
USGS	01474500	1956-09-21	910	A																																						
USGS	01474500	1956-09-22	980	A																																						
USGS	01474500	1956-09-23	920	A																																						
USGS	01474500	1956-09-24	1050	A																																						
USGS	01474500	1956-09-25	1200	A																																						
USGS	01474500	1956-09-26	1200	A																																						
USGS	01474500	1956-09-27	1000	A																																						
USGS	01474500	1956-09-28	1290	A																																						
USGS	01474500	1956-09-29	1120	A																																						
USGS	01474500	1956-09-30	1080	A																																						
USGS	01474500	1956-10-01	966	A																																						
USGS	01474500	1956-10-02	892	A																																						
USGS	01474500	1956-10-03	818	A																																						
USGS	01474500	1956-10-04	855	A																																						
USGS	01474500	1956-10-05	892	A																																						
USGS	01474500	1956-10-06	892	A																																						
USGS	01474500	1956-10-07	1120	A																																						
USGS	01474500	1956-10-08	1200	A																																						
USGS	01474500	1956-10-09	929	A																																						
USGS	01474500	1956-10-10	818	A																																						
USGS	01474500	1956-10-11	707	A																																						
USGS	01474500	1956-10-12	707	A																																						
USGS	01474500	1956-10-13	670	A																																						
USGS	01474500	1956-10-14	707	A																																						
USGS	01474500	1956-10-15	670	A																																						
USGS	01474500	1956-10-16	707	A																																						
USGS	01474500	1956-10-17	638	A																																						
USGS	01474500	1956-10-18	638	A																																						
USGS	01474500	1956-10-19	638	A																																						
USGS	01474500	1956-10-20	542	A																																						
USGS	01474500	1956-10-21	542	A																																						
USGS	01474500	1956-10-22	574	A																																						
USGS	01474500	1956-10-23	1770	A																																						
USGS	01474500	1956-10-24	6070	A																																						
USGS	01474500	1956-10-25	4800	A																																						
USGS	01474500	1956-10-26	3290	A																																						
USGS	01474500	1956-10-27	2680	A																																						
USGS	01474500	1956-10-28	2390	A																																						
USGS	01474500	1956-10-29	2150	A																																						
