# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-10 09:43:49 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01482800 Delaware River at Reedy Island Jetty, DE
# -----------------------------------------------------------------------------------
#
# Data provided for site 01482800
#            TS   parameter     statistic     Description
#        118703       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        118704       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        118705       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        118706       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        118707       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        118708       00400     00003     pH, water, unfiltered, field, standard units (Mean)
#        118709       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        118710       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        118711       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        118712       00010     00003     Temperature, water, degrees Celsius (Mean)
#        118713       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        118714       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        118715       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        214299       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        214300       63680     00003     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Mean)
#        214301       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#
# Data-value qualification codes included in this output:
#   ***  Value unavailable.
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	118703_00095_00001	118703_00095_00001_cd	118704_00095_00002	118704_00095_00002_cd	118705_00095_00003	118705_00095_00003_cd	118706_00400_00001	118706_00400_00001_cd	118707_00400_00002	118707_00400_00002_cd	118708_00400_00003	118708_00400_00003_cd	118709_00400_00008	118709_00400_00008_cd	118710_00010_00001	118710_00010_00001_cd	118711_00010_00002	118711_00010_00002_cd	118712_00010_00003	118712_00010_00003_cd	118713_00300_00001	118713_00300_00001_cd	118714_00300_00002	118714_00300_00002_cd	118715_00300_00003	118715_00300_00003_cd	214299_63680_00001	214299_63680_00001_cd	214300_63680_00003	214300_63680_00003_cd	214301_63680_00002	214301_63680_00002_cd
USGS	01482800	1977-10-10	12200	A	4360	A	7550	A	7.6	A	7.4	A	7.5	A			18.6	A	18.0	A	18.3	A	7.6	A	7.2	A	7.4	A						
USGS	01482800	1977-10-11	11200	A	4000	A	7060	A	7.6	A	7.3	A	7.4	A			18.3	A	17.8	A	18.1	A	7.7	A	6.9	A	7.3	A						
USGS	01482800	1977-10-12	11200	A	3960	A	6370	A	7.6	A	7.3	A	7.4	A			18.3	A	17.6	A	17.8	A	7.6	A	7.0	A	7.4	A						
USGS	01482800	1977-10-13	11200	A	3760	A	6210	A	7.6	A	7.3	A	7.4	A			17.8	A	17.0	A	17.1	A	8.0	A	7.2	A	7.7	A						
USGS	01482800	1977-10-14	14400	A	5160	A	8660	A	7.7	A	7.4	A	7.6	A			16.8	A	15.7	A	16.3	A	8.6	A	7.8	A	8.2	A						
USGS	01482800	1977-10-15	11200	A	4040	A	7760	A	7.7	A	7.4	A	7.6	A			16.0	A	15.4	A	15.8	A	8.6	A	8.2	A	8.4	A						
USGS	01482800	1977-10-16	11200	A	4320	A	6580	A	7.7	A	7.4	A	7.5	A			16.0	A	15.4	A	15.7	A	8.7	A	8.1	A	8.5	A						
USGS	01482800	1977-10-17	7200	A	2800	A	4460	A	7.8	A	7.4	A	7.5	A			16.0	A	13.7	A	15.0	A	11.8	A	8.2	A	8.8	A						
USGS	01482800	1977-10-18	6600	A	2720	A	3550	A	7.7	A	7.3	A	7.4	A			16.5	A	13.9	A	14.3	A	10.4	A	8.5	A	8.8	A						
USGS	01482800	1977-10-19	6960	A	2400	A	3460	A	7.6	A	7.3	A	7.4	A			14.6	A	14.0	A	14.3	A	8.8	A	8.4	A	8.6	A						
USGS	01482800	1977-10-20	5240	A	2000	A	3370	A	7.5	A	7.0	A	7.3	A			14.5	A	14.0	A	14.2	A	8.7	A	7.9	A	8.4	A						
USGS	01482800	1977-10-21	7800	A	2000	A	3880	A	7.5	A	6.9	A	7.2	A			15.0	A	13.9	A	14.2	A	8.8	A	7.6	A	8.3	A						
USGS	01482800	1977-10-22	6040	A	1920	A	3440	A	7.3	A	6.8	A	7.1	A			15.1	A	14.0	A	14.5	A	8.4	A	7.2	A	7.9	A						
USGS	01482800	1977-10-23	6800	A	1600	A	3130	A	7.3	A	6.8	A	7.0	A			14.9	A	14.1	A	14.4	A	8.3	A	7.2	A	7.8	A						
USGS	01482800	1977-10-24	4840	A	1600	A	3140	A	7.2	A	6.8	A	7.0	A			14.7	A	14.0	A	14.3	A	8.0	A	7.2	A	7.6	A						
USGS	01482800	1977-10-25	5000	A	1560	A	2830	A	7.2	A	6.7	A	6.9	A			14.9	A	14.0	A	14.4	A	8.0	A	6.7	A	7.3	A						
USGS	01482800	1977-10-26	5000	A	1600	A	2760	A	7.1	A	6.7	A	6.9	A			14.7	A	14.3	A	14.5	A	7.7	A	6.7	A	7.1	A						
USGS	01482800	1977-10-27	4800	A	1600	A	2940	A	7.1	A	6.7	A	6.9	A			15.1	A	14.5	A	14.8	A	7.7	A	6.8	A	7.2	A						
USGS	01482800	1977-10-28	5000	A	1680	A	2850	A	7.1	A	6.7	A	6.8	A			15.6	A	14.8	A	15.1	A	7.6	A	6.6	A	7.0	A						
USGS	01482800	1977-10-29	6760	A	1800	A	3480	A	7.3	A	6.7	A	6.9	A			15.3	A	14.7	A	15.0	A	8.1	A	7.0	A	7.5	A						
USGS	01482800	1977-10-30	7160	A	2560	A	4570	A	7.3	A	6.9	A	7.1	A			15.1	A	14.5	A	14.8	A	8.4	A	7.6	A	8.0	A						
USGS	01482800	1977-10-31	7640	A	3160	A	4470	A	7.4	A	7.0	A	7.1	A			14.8	A	14.0	A	14.5	A	8.6	A	7.8	A	8.1	A						
USGS	01482800	1977-11-01	6840	A	2800	A	4350	A	7.3	A	7.0	A	7.1	A			14.5	A	13.9	A	14.3	A	8.6	A	8.0	A	8.3	A						
USGS	01482800	1977-11-02	6800	A	2960	A	4360	A	7.3	A	7.0	A	7.1	A			14.8	A	14.2	A	14.5	A	8.7	A	8.2	A	8.4	A						
USGS	01482800	1977-11-03	6800	A	2960	A	4720	A	7.4	A	7.0	A	7.2	A			15.1	A	14.5	A	14.8	A	8.7	A	8.1	A	8.4	A						
USGS	01482800	1977-11-04	7920	A	3200	A	4860	A	7.3	A	7.0	A	7.2	A			15.7	A	15.0	A	15.3	A	8.6	A	8.1	A	8.3	A						
USGS	01482800	1977-11-05	7600	A	3200	A	4800	A	7.3	A	6.9	A	7.1	A			16.0	A	15.2	A	15.6	A	8.5	A	7.9	A	8.2	A						
USGS	01482800	1977-11-06	9120	A	3600	A	5870	A	7.4	A	7.0	A	7.2	A			15.8	A	15.5	A	15.6	A	8.8	A	8.1	A	8.5	A						
USGS	01482800	1977-11-07	9920	A	4560	A	6840	A	7.5	A	7.2	A	7.4	A			15.7	A	15.5	A	15.6	A	9.0	A	8.6	A	8.8	A						
USGS	01482800	1977-11-08	11300	A	2960	A	6590	A	7.6	A	7.0	A	7.3	A			15.8	A	15.5	A	15.7	A	8.9	A	8.4	A	8.7	A						
USGS	01482800	1977-11-09	6520	A	2240	A	4030	A	7.3	A	6.7	A	7.0	A			15.9	A	15.5	A	15.7	A	8.6	A	7.5	A	8.1	A						
USGS	01482800	1977-11-10	5000	A	2400	A	3350	A	7.1	A	6.7	A	6.9	A			16.0	A	15.5	A	15.7	A	8.2	A	7.4	A	7.9	A						
USGS	01482800	1977-11-11	3640	A	1520	A	2650	A	7.0	A	6.6	A	6.9	A			15.5	A	14.7	A	15.0	A	8.2	A	7.2	A	7.9	A						
USGS	01482800	1977-11-12	2640	A	1720	A	2230	A	6.8	A	6.7	A	6.8	A			14.7	A	13.9	A	14.2	A	11.5	A	7.2	A	7.7	A						
USGS	01482800	1977-11-13	2960	A	880	A	1870	A	7.2	A	6.7	A	6.8	A			13.9	A	12.4	A	13.1	A	10.3	A	7.3	A	8.2	A						
USGS	01482800	1977-11-14	3360	A	880	A	1630	A	7.0	A	6.7	A	6.8	A			12.8	A	11.7	A	12.2	A	12.4	A	7.7	A	8.3	A						
USGS	01482800	1977-11-15	3600	A	800	A	1550	A	7.0	A	6.7	A	6.8	A			12.3	A	11.8	A	12.1	A	8.6	A	7.8	A	8.1	A						
USGS	01482800	1977-11-16	2640	A	720	A	1260	A	6.9	A	6.7	A	6.7	A			12.5	A	11.7	A	12.1	A	8.1	A	7.6	A	7.9	A						
USGS	01482800	1977-11-17	2880	A	920	A	1370	A	6.9	A	6.7	A	6.7	A			12.6	A	12.0	A	12.2	A	8.3	A	7.6	A	8.0	A						
USGS	01482800	1977-11-18	1440	A	560	A	1160	A	7.3	A	6.7	A	6.8	A			12.5	A	11.3	A	12.0	A	10.4	A	7.8	A	8.5	A						
USGS	01482800	1977-11-19	1320	A	720	A	1000	A	7.3	A	6.8	A	6.9	A			14.5	A	10.8	A	11.4	A	11.7	A	8.6	A	9.1	A						
USGS	01482800	1977-11-20	2920	A	560	A	1120	A	7.0	A	6.8	A	6.8	A			11.8	A	10.6	A	11.2	A	9.4	A	8.6	A	8.8	A						
USGS	01482800	1977-11-21	3600	A	600	A	1560	A	7.0	A	6.8	A	6.9	A			11.2	A	10.9	A	11.1	A	9.0	A	8.6	A	8.8	A						
USGS	01482800	1977-11-22	2160	A	440	A	1160	A	6.9	A	6.7	A	6.8	A			11.5	A	10.7	A	11.0	A	8.8	A	8.4	A	8.6	A						
USGS	01482800	1977-11-23	4320	A	720	A	1900	A	7.2	A	6.8	A	6.9	A			10.8	A	10.5	A	10.7	A	9.5	A	8.6	A	9.0	A						
USGS	01482800	1977-11-24	5480	A	760	A	2600	A	7.2	A	6.8	A	6.9	A			11.0	A	10.6	A	10.8	A	9.5	A	8.7	A	9.1	A						
USGS	01482800	1977-11-25	5120	A	840	A	2320	A	7.2	A	6.7	A	6.9	A			10.7	A	10.4	A	10.5	A	9.5	A	8.5	A	9.0	A						
USGS	01482800	1977-11-26	4760	A	1000	A	2560	A	7.2	A	6.8	A	7.0	A			10.4	A	9.5	A	10.0	A	9.6	A	8.8	A	9.3	A						
USGS	01482800	1977-11-27	2000	A	400	A	1200	A	7.2	A	6.7	A	6.9	A			10.2	A	8.2	A	8.8	A	13.8	A	9.3	A	10.1	A						
USGS	01482800	1977-11-28	1240	A	160	A	600	A	7.0	A	6.7	A	6.8	A			8.7	A	7.4	A	8.3	A	10.9	A	9.7	A	10.1	A						
USGS	01482800	1977-11-29	2600	A	160	A	760	A	7.0	A	6.7	A	6.8	A			8.4	A	7.7	A	8.0	A	10.5	A	10.0	A	10.2	A						
USGS	01482800	1977-11-30	4040	A	320	A	1440	A	7.2	A	6.7	A	6.9	A			8.4	A	7.7	A	8.1	A	10.5	A	10.2	A	10.4	A						
USGS	01482800	1977-12-01	4400	A	520	A	2080	A	7.2	A	6.7	A	6.9	A			8.5	A	8.1	A	8.4	A	10.5	A	10.0	A	10.3	A						
USGS	01482800	1977-12-02	3400	A	320	A	1360	A	7.0	A	6.6	A	6.8	A			8.5	A	8.2	A	8.3	A	10.2	A	9.6	A	9.9	A						
USGS	01482800	1977-12-03	3040	A	160	A	920	A	6.9	A	6.5	A	6.7	A			8.6	A	8.1	A	8.3	A	9.9	A	9.1	A	9.6	A						
USGS	01482800	1977-12-04							6.8	A	6.5	A	6.6	A			8.5	A	8.1	A	8.2	A	9.9	A	9.0	A	9.5	A						
USGS	01482800	1977-12-05							7.1	A	6.5	A	6.8	A			8.2	A	7.7	A	8.0	A	10.2	A	9.0	A	9.6	A						
USGS	01482800	1977-12-06							7.0	A	6.6	A	6.7	A			8.2	A	7.3	A	8.0	A	10.2	A	9.2	A	9.6	A						
USGS	01482800	1977-12-07																																
USGS	01482800	1977-12-08																																
USGS	01482800	1977-12-09																																
USGS	01482800	1977-12-10																																
USGS	01482800	1977-12-11																																
USGS	01482800	1977-12-12																																
USGS	01482800	1977-12-13																																
USGS	01482800	1977-12-14																																
USGS	01482800	1977-12-15																																
USGS	01482800	1977-12-16																																
USGS	01482800	1977-12-17																																
USGS	01482800	1977-12-18																																
USGS	01482800	1977-12-19																																
USGS	01482800	1977-12-20																																
USGS	01482800	1977-12-21																																
USGS	01482800	1977-12-22																																
USGS	01482800	1977-12-23	604	A	401	A	476	A	7.0	A	6.8	A	6.9	A			5.0	A	4.5	A	4.8	A	11.3	A	11.1	A	11.2	A						
USGS	01482800	1977-12-24	649	A	340	A	492	A	7.0	A	6.8	A	6.9	A			5.3	A	4.5	A	4.8	A	11.5	A	11.1	A	11.2	A						
USGS	01482800	1977-12-25	450	A	305	A	398	A	6.9	A	6.8	A	6.9	A			5.2	A	4.7	A	5.0	A	11.4	A	10.8	A	11.2	A						
USGS	01482800	1977-12-26	421	A	255	A	353	A	7.0	A	6.8	A	6.9	A			4.7	A	4.0	A	4.3	A	11.4	A	10.8	A	11.0	A						
USGS	01482800	1977-12-27	2800	A	258	A	614	A	7.3	A	6.9	A	7.0	A			4.1	A	3.2	A	3.7	A	11.6	A	11.2	A	11.4	A						
USGS	01482800	1977-12-28	2000	A	253	A	464	A	7.1	A	6.8	A	6.9	A			3.8	A	3.0	A	3.3	A	11.6	A	11.2	A	11.4	A						
USGS	01482800	1977-12-29	2280	A	251	A	426	A	7.2	A	6.8	A	6.9	A			3.4	A	2.5	A	3.0	A	11.5	A	11.2	A	11.4	A						
USGS	01482800	1977-12-30	2160	A	257	A	510	A	7.2	A	6.8	A	6.9	A			3.4	A	2.7	A	3.1	A	11.4	A	11.0	A	11.1	A						
USGS	01482800	1977-12-31	3160	A	246	A	810	A	7.3	A	6.8	A	7.0	A			3.5	A	3.0	A	3.2	A	11.2	A	10.8	A	11.1	A						
USGS	01482800	1978-01-01	5400	A	530	A	2040	A	7.4	A	6.9	A	7.2	A			3.3	A	3.0	A	3.1	A	11.4	A	11.0	A	11.2	A						
USGS	01482800	1978-01-02	5360	A	527	A	1810	A	7.4	A	7.0	A	7.1	A			3.4	A	2.8	A	3.1	A	11.8	A	11.0	A	11.6	A						
USGS	01482800	1978-01-03	2840	A	433	A	985	A	7.3	A	6.9	A	7.1	A			3.0	A	1.9	A	2.7	A	12.1	A	11.5	A	11.8	A						
USGS	01482800	1978-01-04	4440	A	409	A	1440	A	7.4	A	6.9	A	7.1	A			3.1	A	2.0	A	2.4	A	12.2	A	11.7	A	12.0	A						
USGS	01482800	1978-01-05	4200	A	365	A	1650	A	7.4	A	7.0	A	7.2	A			2.9	A	2.0	A	2.5	A	12.2	A	11.9	A	12.0	A						
USGS	01482800	1978-01-06	6160	A	400	A	2210	A	7.5	A	7.0	A	7.2	A			3.0	A	2.3	A	2.7	A	12.1	A	11.6	A	11.9	A						
USGS	01482800	1978-01-07	8160	A	560	A	3290	A	7.6	A	7.1	A	7.3	A			3.1	A	2.7	A	3.0	A	11.8	A	11.5	A	11.6	A						
USGS	01482800	1978-01-08	8600	A	1360	A	3940	A	7.6	A	7.1	A	7.4	A			3.5	A	3.0	A	3.2	A	11.7	A	11.3	A	11.5	A						
USGS	01482800	1978-01-09	6200	A	1000	A	3330	A	7.5	A	7.2	A	7.4	A			4.1	A	2.5	A	3.3	A	11.5	A	10.8	A	11.2	A						
USGS	01482800	1978-01-10																																
USGS	01482800	1978-01-11																																
USGS	01482800	1978-01-12																																
USGS	01482800	1978-01-13																																
USGS	01482800	1978-01-14																																
USGS	01482800	1978-01-15																																
USGS	01482800	1978-01-16																																
USGS	01482800	1978-01-17																																
USGS	01482800	1978-01-18																																
USGS	01482800	1978-01-19																																
USGS	01482800	1978-01-20																																
USGS	01482800	1978-01-21																																
USGS	01482800	1978-01-22																																
USGS	01482800	1978-01-23																																
USGS	01482800	1978-01-24																																
USGS	01482800	1978-01-25																																
USGS	01482800	1978-01-26																																
USGS	01482800	1978-01-27																																
USGS	01482800	1978-01-28																																
USGS	01482800	1978-01-29																																
USGS	01482800	1978-01-30																																
USGS	01482800	1978-01-31																																
USGS	01482800	1978-02-01																																
USGS	01482800	1978-02-02																																
USGS	01482800	1978-02-03																																
USGS	01482800	1978-02-04																																
USGS	01482800	1978-02-05																																
USGS	01482800	1978-02-06																																
USGS	01482800	1978-02-07																																
USGS	01482800	1978-02-08																																
USGS	01482800	1978-02-09																																
USGS	01482800	1978-02-10																																
USGS	01482800	1978-02-11																																
USGS	01482800	1978-02-12																																
USGS	01482800	1978-02-13																																
USGS	01482800	1978-02-14																																
USGS	01482800	1978-02-15																																
USGS	01482800	1978-02-16																																
USGS	01482800	1978-02-17																																
USGS	01482800	1978-02-18																																
USGS	01482800	1978-02-19																																
USGS	01482800	1978-02-20																																
USGS	01482800	1978-02-21																																
USGS	01482800	1978-02-22																																
USGS	01482800	1978-02-23	12300	A	4560	A	7190	A	7.8	A	7.4	A	7.6	A			2.1	A	1.0	A	1.4	A	14.8	A	13.8	A	14.3	A						
USGS	01482800	1978-02-24	14600	A	4560	A	8680	A	7.8	A	7.4	A	7.6	A			1.9	A	0.8	A	1.4	A	15.0	A	14.1	A	14.5	A						
USGS	01482800	1978-02-25	14000	A	4840	A	8810	A	7.8	A	7.4	A	7.6	A			2.6	A	1.1	A	1.8	A	14.9	A	14.1	A	14.5	A						
USGS	01482800	1978-02-26	13200	A	5200	A	8800	A	7.8	A	7.5	A	7.6	A			2.6	A	1.5	A	1.9	A	14.8	A	14.0	A	14.5	A						
USGS	01482800	1978-02-27	12000	A	4440	A	7470	A	7.7	A	7.4	A	7.6	A			2.4	A	1.1	A	1.8	A	15.2	A	14.0	A	14.4	A						
USGS	01482800	1978-02-28	12600	A	4440	A	7950	A	7.8	A	7.5	A	7.6	A			2.4	A	1.1	A	1.8	A	14.8	A	14.0	A	14.4	A						
USGS	01482800	1978-03-01	13200	A	5240	A	8510	A	7.8	A	7.5	A	7.6	A			2.5	A	1.5	A	1.8	A	14.8	A	14.0	A	14.4	A						
USGS	01482800	1978-03-02	11800	A	5400	A	7690	A	7.7	A	7.5	A	7.6	A			3.1	A	1.4	A	2.2	A	14.6	A	12.7	A	13.3	A						
USGS	01482800	1978-03-03	13600	A	4840	A	8470	A	7.8	A	7.5	A	7.6	A			2.2	A	1.1	A	1.7	A	13.2	A	12.6	A	12.9	A						
USGS	01482800	1978-03-04																																
USGS	01482800	1978-03-05																																
USGS	01482800	1978-03-06																																
USGS	01482800	1978-03-07																																
USGS	01482800	1978-03-08																																
USGS	01482800	1978-03-09																																
USGS	01482800	1978-03-10																																
USGS	01482800	1978-03-11																																
USGS	01482800	1978-03-12																																
USGS	01482800	1978-03-13																																
USGS	01482800	1978-03-14																																
USGS	01482800	1978-03-15																																
USGS	01482800	1978-03-16																																
USGS	01482800	1978-03-17																																
USGS	01482800	1978-03-18																																
USGS	01482800	1978-03-19																																
USGS	01482800	1978-03-20																																
USGS	01482800	1978-03-21	7800	A	2720	A	4860	A	7.3	A	7.0	A	7.1	A			8.8	A	6.5	A	7.8	A	10.8	A	9.9	A	10.4	A						
USGS	01482800	1978-03-22	5760	A	1760	A	3550	A	7.2	A	6.9	A	7.0	A			9.0	A	6.7	A	7.6	A	10.4	A	9.2	A	9.8	A						
USGS	01482800	1978-03-23	4840	A	960	A	2720	A	7.1	A	6.9	A	6.9	A			10.0	A	7.4	A	8.3	A	10.0	A	9.0	A	9.5	A						
USGS	01482800	1978-03-24	3960	A	830	A	1830	A	7.0	A	6.8	A	6.9	A			9.7	A	7.5	A	8.6	A	9.4	A	8.7	A	9.1	A						
USGS	01482800	1978-03-25	3000	A	544	A	1330	A	7.0	A	6.8	A	6.9	A			8.1	A	6.6	A	7.3	A	9.2	A	8.6	A	9.0	A						
USGS	01482800	1978-03-26	2720	A	549	A	1150	A	7.0	A	6.8	A	6.9	A			9.1	A	6.7	A	7.9	A	9.4	A	8.9	A	9.2	A						
USGS	01482800	1978-03-27	2040	A	311	A	681	A	7.0	A	6.7	A	6.8	A			9.9	A	8.2	A	9.0	A	9.4	A	8.8	A	9.1	A						
USGS	01482800	1978-03-28							6.7	A	6.6	A	6.7	A			10.8	A	8.3	A	9.4	A	9.1	A	8.8	A	9.0	A						
USGS	01482800	1978-03-29							6.7	A	6.6	A	6.7	A			11.6	A	8.7	A	10.0	A	9.2	A	8.8	A	9.0	A						
USGS	01482800	1978-03-30							6.7	A	6.6	A	6.7	A			9.6	A	8.0	A	8.5	A	9.3	A	9.0	A	9.2	A						
USGS	01482800	1978-03-31	255	A	190	A	219	A	6.6	A	6.5	A	6.6	A			10.1	A	8.9	A	9.4	A	10.6	A	10.4	A	10.5	A						
USGS	01482800	1978-04-01	304	A	174	A	208	A	6.7	A	6.5	A	6.6	A			11.6	A	8.8	A	10.0	A	10.7	A	10.4	A	10.5	A						
USGS	01482800	1978-04-02	439	A	174	A	311	A	6.8	A	6.5	A	6.7	A			11.1	A	9.2	A	10.2	A	10.9	A	10.4	A	10.7	A						
USGS	01482800	1978-04-03	295	A	194	A	246	A	6.7	A	6.6	A	6.7	A			9.6	A	8.7	A	9.1	A	10.9	A	10.7	A	10.8	A						
USGS	01482800	1978-04-04	241	A	201	A	220	A	6.7	A	6.6	A	6.6	A			10.3	A	8.7	A	9.5	A	10.8	A	10.6	A	10.7	A						
USGS	01482800	1978-04-05	229	A	174	A	214	A	6.7	A	6.5	A	6.6	A			11.4	A	9.5	A	10.4	A	10.8	A	10.4	A	10.6	A						
USGS	01482800	1978-04-06	205	A	180	A	197	A	6.6	A	6.5	A	6.6	A			10.6	A	9.7	A	10.2	A	10.6	A	10.1	A	10.4	A						
USGS	01482800	1978-04-07							6.6	A	6.5	A	6.6	A			12.0	A	9.8	A	10.8	A	10.4	A	9.9	A	10.2	A						
USGS	01482800	1978-04-08							6.6	A	6.5	A	6.5	A			12.1	A	10.5	A	11.1	A	10.2	A	9.9	A	10.1	A						
USGS	01482800	1978-04-09							6.6	A	6.5	A	6.6	A			11.7	A	9.8	A	10.8	A	10.4	A	9.9	A	10.2	A						
USGS	01482800	1978-04-10							6.6	A	6.5	A	6.5	A			12.0	A	10.5	A	11.2	A	10.2	A	9.8	A	10.0	A						
USGS	01482800	1978-04-11							6.5	A	6.5	A	6.5	A			12.2	A	11.0	A	11.5	A	10.0	A	9.2	A	9.6	A						
USGS	01482800	1978-04-12							6.6	A	6.5	A	6.5	A			12.8	A	11.2	A	12.1	A	9.5	A	9.2	A	9.4	A						
USGS	01482800	1978-04-13							6.6	A	6.5	A	6.6	A			13.5	A	11.7	A	12.7	A	9.5	A	9.1	A	9.3	A						
USGS	01482800	1978-04-14							7.0	A	6.5	A	6.7	A			13.3	A	11.7	A	12.5	A	9.8	A	9.2	A	9.6	A						
USGS	01482800	1978-04-15	5960	A	560	A	3570	A	7.3	A	6.7	A	7.0	A			13.3	A	11.6	A	12.3	A	10.0	A	9.5	A	9.8	A						
USGS	01482800	1978-04-16	8600	A	1800	A	5000	A	7.6	A	6.9	A	7.2	A			12.8	A	11.3	A	11.9	A	10.3	A	9.7	A	10.0	A						
USGS	01482800	1978-04-17	10800	A	4440	A	7370	A	7.7	A	7.1	A	7.4	A			12.6	A	11.3	A	11.8	A	10.3	A	9.8	A	10.1	A						
USGS	01482800	1978-04-18	10000	A	4760	A	6830	A	7.6	A	7.1	A	7.3	A			13.2	A	11.5	A	12.0	A	10.0	A	9.6	A	9.8	A						
USGS	01482800	1978-04-19	11200	A	4720	A	7420	A	7.6	A	7.1	A	7.3	A			12.5	A	11.6	A	12.0	A	10.0	A	9.6	A	9.8	A						
USGS	01482800	1978-04-20	11000	A	5160	A	7340	A	7.5	A	7.1	A	7.3	A			13.2	A	11.8	A	12.4	A	9.8	A	9.4	A	9.6	A						
USGS	01482800	1978-04-21	8560	A	4440	A	6030	A	7.3	A	7.0	A	7.2	A			12.8	A	11.9	A	12.4	A	9.5	A	9.2	A	9.4	A						
USGS	01482800	1978-04-22	8720	A	4000	A	5500	A	7.3	A	7.0	A	7.1	A			13.4	A	11.7	A	12.5	A	9.6	A	9.2	A	9.3	A						
USGS	01482800	1978-04-23	8840	A	4000	A	5400	A	7.3	A	6.9	A	7.1	A			13.8	A	11.9	A	12.7	A	9.6	A	9.0	A	9.2	A						
USGS	01482800	1978-04-24	8600	A	3920	A	5350	A	7.3	A	6.9	A	7.0	A			13.7	A	12.5	A	13.2	A	9.4	A	8.7	A	9.0	A						
USGS	01482800	1978-04-25	8400	A	3960	A	5230	A	7.2	A	6.8	A	7.0	A			13.8	A	12.5	A	13.3	A	9.3	A	8.6	A	9.0	A						
USGS	01482800	1978-04-26	8400	A	4160	A	5400	A	7.3	A	6.9	A	7.0	A			13.4	A	12.7	A	13.0	A	9.4	A	8.8	A	9.1	A						
USGS	01482800	1978-04-27	8840	A	4800	A	6150	A	7.3	A	7.0	A	7.2	A			12.8	A	12.2	A	12.5	A	9.6	A	9.2	A	9.4	A						
USGS	01482800	1978-04-28	11400	A	5200	A	7560	A	7.5	A	7.1	A	7.2	A			13.7	A	12.0	A	12.9	A	9.7	A	9.2	A	9.4	A						
USGS	01482800	1978-04-29	11200	A	4960	A	6890	A	7.5	A	7.1	A	7.2	A			14.3	A	12.5	A	13.3	A	9.6	A	9.2	A	9.4	A						
USGS	01482800	1978-04-30	9760	A	4720	A	6020	A	7.4	A	7.0	A	7.1	A			15.1	A	13.0	A	13.7	A	9.4	A	9.0	A	9.2	A						
USGS	01482800	1978-05-01	9800	A	4560	A	6130	A	7.4	A	7.0	A	7.1	A			14.5	A	13.0	A	13.5	A	9.4	A	8.9	A	9.1	A						
USGS	01482800	1978-05-02	10300	A	4360	A	6130	A	7.5	A	7.0	A	7.2	A			14.8	A	12.7	A	13.7	A	9.5	A	9.0	A	9.2	A						
USGS	01482800	1978-05-03	11000	A	4440	A	6470	A	7.5	A	7.0	A	7.2	A			15.2	A	13.2	A	14.1	A	9.4	A	8.9	A	9.2	A						
USGS	01482800	1978-05-04	11200	A	4560	A	6260	A	7.5	A	7.0	A	7.2	A			14.2	A	13.0	A	13.6	A	9.4	A	8.8	A	9.2	A						
USGS	01482800	1978-05-05	11600	A	4440	A	7670	A	7.5	A	7.1	A	7.3	A			13.5	A	12.7	A	13.1	A	9.5	A	9.2	A	9.4	A						
USGS	01482800	1978-05-06	11600	A	4440	A	7220	A	7.5	A	7.1	A	7.2	A			13.5	A	12.8	A	13.1	A	9.5	A	8.8	A	9.1	A						
USGS	01482800	1978-05-07	10000	A	4360	A	6240	A	7.4	A	7.0	A	7.1	A			14.6	A	12.9	A	13.6	A	9.2	A	8.6	A	8.9	A						
USGS	01482800	1978-05-08	9800	A	4320	A	6040	A	7.3	A	7.0	A	7.1	A			13.8	A	13.2	A	13.4	A	9.1	A	8.6	A	8.8	A						
